Track,Album Name,Artist,All Time Rank,Track Score,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,Genres
World's Smallest Violin,OK ORCHESTRA,AJR,"2,165",30.8,71196.0,5509068.0,63.0,Unknown
Thot Shit,Thot Shit,Megan Thee Stallion,"2,176",30.8,63421.0,26904800.0,60.0,Unknown
Money Trees,"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,"2,167",30.8,352198.0,59811242.0,75.0,Unknown
Si La Calle Llama - Remix,3MEN2 KBRN,Eladio Carrion,"2,175",30.8,39949.0,11667012.0,65.0,Unknown
Kusu Kusu (feat. Pamela Jain),Top Hits - Single,Dev Negi,"2,171",30.8,,,,Unknown
Waffle House,Waffle House,Jonas Brothers,"2,170",30.8,16162.0,24753071.0,63.0,Unknown
Tacata,Tacata,Tiagz,"2,172",30.8,13502.0,1974605.0,60.0,Unknown
Got Me Started,Got Me Started,Troye Sivan,"2,180",30.7,19673.0,11567850.0,5.0,Unknown
Low,SOS,SZA,"2,178",30.7,59064.0,17662712.0,73.0,Unknown
Night Changes,FOUR (Deluxe),One Direction,"2,179",30.7,154325.0,92409509.0,83.0,Unknown
De Los Besos Que Te Di,De Los Besos Que Te Di,Christian Nodal,"2,182",30.7,40921.0,13324377.0,71.0,Unknown
BRODYAGA FUNK,BRODYAGA FUNK - EP,Eternxlkz,"2,183",30.7,6863.0,23952817.0,75.0,Unknown
Private Jet,Mafia Musik,D. Savage,"2,181",30.7,3268.0,109837.0,40.0,Unknown
DNA.,DAMN.,Kendrick Lamar,"2,184",30.7,185660.0,44429618.0,75.0,Unknown
"Or Nah (feat. The Weeknd, Wiz Khalifa and DJ Mustard) - Remix","Or Nah (feat. The Weeknd, Wiz Khalifa and DJ Mustard) [Remix Version]",Ty Dolla $ign,"2,197",30.6,152498.0,28278237.0,74.0,Unknown
Baklava,Baklava - Single,Gya,"2,189",30.6,418.0,286571.0,61.0,Unknown
bye,eternal sunshine,Ariana Grande,"2,194",30.6,6270.0,16012094.0,,Unknown
BIZCOCHITO,Find Your Line: Official Music from GRAN TURISMO 7,ROSALï¿½,"2,192",30.6,42182.0,10406462.0,61.0,Unknown
Veggie Dance,Veggie Dance,Gracie's Corner,"2,187",30.6,222.0,58855.0,55.0,Unknown
"Love Me Like You Do - From ""Fifty Shades Of Grey""","Love Me Like You Do (From ""Fifty Shades Of Grey"")",Ellie Goulding,"2,193",30.6,116546.0,49188494.0,70.0,Unknown
Still Don't Know My Name,Euphoria (Original Score from the HBO Series),Labrinth,"2,185",30.6,127503.0,40134293.0,71.0,Unknown
Sittin' On Top Of The World,Sittin' On Top Of The World - Single,Burna Boy,"2,196",30.6,23415.0,3622192.0,55.0,Unknown
Si Fuera Fï¿½ï¿,Si Fuera Fï¿½ï¿½cil - Si,Grupo Marca Registrada,"2,195",30.6,28319.0,13770276.0,65.0,Unknown
Broke In A Minute,Broke In A Minute,Tory Lanez,"2,186",30.6,116527.0,22947586.0,70.0,Unknown
Mahiya Ve Gal Sun Mahiya Vey,Mahiya Ve Gal Sun Mahiya Vey - Single,Nimra Mehra,"2,190",30.6,70.0,513.0,,Unknown
Engana Dizendo Que Ama,Dos Prï¿½ï¿½dios De,Veigh,"2,188",30.6,25470.0,5055407.0,67.0,Unknown
In Case You Didn't Know,Brett Young EP,Brett Young,"2,198",30.6,62305.0,14198815.0,68.0,Unknown
"Arcï¿½ï¿½ngel: Bzrp Music Sessions, Vol","Arcï¿½ï¿½ngel: Bzrp Music Sessions, Vol. 54 - Si",Bizarrap,"2,191",30.6,28883.0,9546255.0,62.0,Unknown
Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),Arcï¿½ï¿½,"2,199",30.5,54302.0,17847539.0,71.0,Unknown
HVN ON EARTH (with Kodak Black),HVN ON EARTH,Lil Tecca,"2,201",30.5,39763.0,21760033.0,60.0,Unknown
Gently (feat. Bad Bunny),For All The Dogs,Drake,"2,204",30.5,25645.0,5218214.0,,Unknown
It Ain't Me (with Selena Gomez),It Ain't Me (with Selena Gomez),Kygo,"2,205",30.5,150179.0,55438878.0,71.0,Unknown
Baarish Ban Jaana,Baarish Ban Jaana,Payal Dev,"2,202",30.5,4554.0,1202197.0,57.0,Unknown
I CAN'T STOP ME,Eyes Wide Open,TWICE,"2,200",30.5,32051.0,9361355.0,65.0,Unknown
Take What You Want (feat. Ozzy Osbourne & Travis Scott),Hollywood's Bleeding,Post Malone,"2,203",30.5,108263.0,18637177.0,69.0,Unknown
Filhaal2 Mohabbat,Filhaal2 Mohabbat,B Praak,"2,206",30.5,6300.0,1979759.0,57.0,Unknown
8am in Charlotte,For All The Dogs,Drake,"2,207",30.5,34004.0,4164888.0,,Unknown
Vivir Mi Vida,3,Marc Anthony,"2,210",30.4,78822.0,28465181.0,71.0,Unknown
Lullaby - BadWolf Remix,Lullaby (BadWolf Remix),TR-MEET,"2,213",30.4,113.0,5777.0,10.0,Unknown
Love Not War (The Tampa Beat),Love Not War (The Tampa Beat) [Remixes] (feat. Jason Derulo),Jason Derulo,"2,212",30.4,51888.0,9569404.0,59.0,Unknown
WHERE SHE GOES,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,"2,208",30.4,11199.0,4402776.0,,"trap latino, urbano latino, latin, reggaeton"
"Lose Yourself - From ""8 Mile"" Soundtrack",8 Mile,Eminem,"2,222",30.4,345119.0,97808878.0,75.0,Unknown
My Oh My,My Oh My,Ava Max,"2,216",30.4,2365.0,37158651.0,1.0,Unknown
Not My Fault (with Megan Thee Stallion),Not My Fault (with Megan Thee Stallion),Reneï¿½ï¿½ ,"2,221",30.4,8973.0,20213928.0,,Unknown
willow,evermore,Taylor Swift,"2,217",30.4,67136.0,50350718.0,72.0,Unknown
100 MESSAGGI,100 MESSAGGI,Lazza,"2,219",30.4,5282.0,6183983.0,73.0,Unknown
OUT OUT (feat. Charli XCX & Saweetie),OUT OUT (feat. Charli XCX & Saweetie),Joel Corry,"2,218",30.4,105947.0,68408965.0,68.0,Unknown
Cï¿½ï¿½,VICE VERSA,Rauw Alejandro,"2,215",30.4,83179.0,20128974.0,76.0,Unknown
Whatï¿½ï¿½ï¿½,Scary Hours 2,Drake,"2,220",30.4,94964.0,21697781.0,62.0,Unknown
Turn On The Lights again.. (feat. Future),USB,Fred again..,"2,214",30.4,102679.0,49713000.0,61.0,Unknown
Despï¿½ï¿½dase ,"Boca Chueca, Vol. 1",Carin Leon,"2,211",30.4,393.0,42329224.0,72.0,Unknown
"Mommy, Mommy Give Me Yummy","Mommy, Mommy Give Me Yummy",D Billions,"2,209",30.4,49.0,4311.0,21.0,Unknown
Illegal Weapon,Illegal Weapon,Garry Sandhu,"2,224",30.3,12496.0,2290221.0,57.0,Unknown
Starships,Crave Volume 7,Nicki Minaj,"2,225",30.3,189848.0,71457898.0,73.0,Unknown
Calidad,Calidad,Grupo Firme,"2,238",30.3,18763.0,9876263.0,54.0,Unknown
Watch Me,This Is A Challenge,Silento,"2,223",30.3,20.0,1347.0,,Unknown
Send My Love (To Your New Lover),25,Adele,"2,234",30.3,89443.0,24441546.0,66.0,Unknown
Chakalitos,Chakalitos,Angi Fire,"2,229",30.3,1570.0,171193.0,10.0,Unknown
No Hay Nadie Mï¿½,No Hay Nadie Mï¿½,Sebastian Yatra,"2,239",30.3,43372.0,12705005.0,69.0,Unknown
Rather Be (feat. Jess Glynne),I Cry When I Laugh,Clean Bandit,"2,236",30.3,188363.0,58299660.0,70.0,Unknown
Into Your Arms (feat. Ava Max),Into Your Arms (feat. Ava Max),Witt Lowry,"2,232",30.3,68181.0,10506568.0,67.0,Unknown
Ramenez la coupe ï¿½ï¿½ la ma,Ramenez la coupe ï¿½ï¿½ la ma,Vegedream,"2,233",30.3,154354.0,9307449.0,62.0,Unknown
1000 Blunts,"Sing Me a Lullaby, My Sweet Temptation",$uicideboy$,"2,237",30.3,43837.0,2663499.0,72.0,Unknown
#BrooklynBloodPop!,#BrooklynBloodPop!,SyKo,"2,230",30.3,76485.0,8876090.0,62.0,Unknown
Baby Songs,Baby Lullaby - Relaxing Piano Baby Lullabies Baby Songs and Nursery Rhymes for Baby Sleep and Newborn Natural Sleep Aid,Baby Lullaby,"2,227",30.3,36.0,9217.0,27.0,Unknown
Mï¿½ï¿½dchen auf dem P,Mï¿½ï¿½dchen auf dem P,Luca-Dante Spadafora,"2,226",30.3,46323.0,14389973.0,67.0,Unknown
Cuando Te Besï¿,Cuando Te Besï¿,Becky G,"2,240",30.3,51865.0,15227639.0,63.0,Unknown
"Lutt Putt Gaya (From ""Dunki"")","Lutt Putt Gaya (From ""Dunki"")",Pritam,"2,228",30.3,3298.0,5676613.0,,Unknown
girl$,girl$,Dom Dolla,"2,235",30.3,945.0,44490548.0,,Unknown
Clout (feat. Cardi B),FATHER OF 4,Offset,"2,231",30.3,61432.0,15468892.0,58.0,Unknown
I love you,I love you,Dadju,"2,247",30.2,10432.0,9086026.0,63.0,Unknown
Loucura,Amor e ï¿½ï¿,Borges,"2,248",30.2,10849.0,8194521.0,,Unknown
Forget About Us,Forget About Us,Perrie,"2,245",30.2,1439.0,18871474.0,,Unknown
One Last Time,My Everything,Ariana Grande,"2,243",30.2,110953.0,65876311.0,77.0,Unknown
Malas Decisiones,K23,Kenia OS,"2,246",30.2,15573.0,11736236.0,68.0,Unknown
Dos Mil 16,Un Verano Sin Ti,Bad Bunny,"2,249",30.2,50219.0,17690466.0,71.0,Unknown
La Vaca Lola,Las 20 Mejores Canciones Infantiles,Toy Cantando,"2,250",30.2,3255.0,310554.0,55.0,Unknown
Termina Comigo Antes,Termina Comigo Antes,Gusttavo Lima,"2,241",30.2,12885.0,13054030.0,63.0,Unknown
Baarish,Baarish,Payal Dev,"2,244",30.2,1424.0,362321.0,41.0,Unknown
ZITTI E BUONI,ZITTI E BUONI,Mï¿½ï¿½ne,"2,242",30.2,94637.0,9975524.0,69.0,Unknown
Dijeron Que No La Iba Lograr,Dijeron Que No La Iba a Lograr,Chino Pacas,"2,254",30.1,23146.0,7025185.0,43.0,Unknown
Is It Love,Is It Love,Loreen,"2,252",30.1,7360.0,8210301.0,,Unknown
Feel It Still,Feel It Still,Portugal. The Man,"2,263",30.1,204110.0,65716191.0,74.0,Unknown
Portobello Beach,Passport,Quiet as a Mouse,"2,255",30.1,,,,Unknown
MotorSport,MotorSport,Migos,"2,262",30.1,89159.0,24300466.0,62.0,Unknown
Bad At Love,hopeless fountain kingdom (Deluxe),Halsey,"2,265",30.1,56371.0,12074505.0,59.0,Unknown
Nevada,Nevada,YoungBoy Never Broke Again,"2,251",30.1,60031.0,4503801.0,64.0,Unknown
The Adults Are Talking,The New Abnormal,The Strokes,"2,264",30.1,152115.0,30405327.0,76.0,Unknown
Melhor Eu Ir / Ligando os Fatos / Sonho de Amor / Deixa Eu Te Querer (Ao Vivo),Churrasquinho do Menos ï¿½ï¿½ Mais (Ao V,Grupo Menos ï¿½ï¿½ ,"2,260",30.1,6608.0,2522207.0,,Unknown
Hips Don't Lie (feat. Wyclef Jean),Oral Fixation Vol. 2,Shakira,"2,257",30.1,261693.0,142426948.0,80.0,Unknown
Overdose,Overdose - Single,natori,"2,259",30.1,26630.0,3407532.0,62.0,Unknown
Techno Cumbia (Remasterizado 2024/30th Anniversary),Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,"2,256",30.1,12.0,74974.0,,Unknown
Tak Segampang Itu,Tak Segampang Itu,Anggi Marito,"2,253",30.1,14918.0,7489575.0,74.0,Unknown
Emotionally Scarred,My Turn,Lil Baby,"2,261",30.1,93481.0,10151445.0,63.0,Unknown
When It Rains It Pours,This One's for You,Luke Combs,"2,258",30.1,93613.0,23160480.0,78.0,Unknown
If I Didn't Love You,If I Didn't Love You,Jason Aldean,"2,268",30.0,22233.0,3205615.0,60.0,Unknown
NO ME QUIERO CASAR,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,"2,269",30.0,20979.0,16117371.0,73.0,Unknown
UNHEALTHY (feat. Shania Twain),UNHEALTHY (feat. Shania Twain),Anne-Marie,"2,274",30.0,18457.0,6727123.0,60.0,Unknown
ATORRANTE - con Los Palmeras,ATORRANTE - con Los Palmeras,Emanero,"2,280",30.0,7487.0,3295468.0,61.0,Unknown
"Praise (feat. Brandon Lake, Chris Brown & Chandler Moore)",CAN YOU IMAGINE?,Elevation Worship,"2,284",30.0,31102.0,3889566.0,70.0,Unknown
greedy,greedy - Single,Tate McRae,"2,281",30.0,3984.0,2453761.0,,"alternative pop, pop"
El Mejor,El Mejor,Chayï¿½ï¿½n R,"2,282",30.0,1181.0,235460.0,,Unknown
Take Me to Church,Take Me to Church EP,Hozier,"2,276",30.0,113315.0,30950638.0,74.0,Unknown
Roses,Roses,The Chainsmokers,"2,270",30.0,137023.0,33124854.0,68.0,Unknown
Close Friends (Lil Baby & Gunna),Drip Harder,Lil Baby,"2,267",30.0,99524.0,11666867.0,65.0,Unknown
"0 Sentimientos (Remix) [feat. Baby Rasta, Noriel, Darkiel, Messiah & Lyan]",Chosen Few: New Generation,Boy Wonder CF,"2,272",30.0,871.0,379289.0,,Unknown
BEBï¿,BEBï¿,Camilo,"2,277",30.0,42742.0,14190262.0,66.0,Unknown
Propuesta Indecente,Caliente! Latino Hitmix 2013,Romeo Santos,"2,266",30.0,76654.0,28891369.0,74.0,Unknown
Palhaï¿½ï¿½a (Ao V,Palhaï¿½ï¿½a (Ao Vivo) - Si,Naiara Azevedo,"2,271",30.0,10235.0,8902883.0,58.0,Unknown
Atmosphere,Atmosphere,FISHER,"2,278",30.0,40300.0,55773870.0,70.0,Unknown
Eid,Eid,Mehmood J,"2,273",30.0,5.0,29.0,4.0,Unknown
Money In The Grave (Drake ft. Rick Ross),The Best In The World Pack,Drake,"2,275",30.0,180650.0,36876067.0,70.0,Unknown
BABY NUEVA,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,"2,283",30.0,23373.0,9125370.0,,Unknown
ýýýýýýýýýý ýýýý ýýýýýý ýýýýýýýý,ýýýýýýýýýý ýýýý ýýýýýý ýýýýýýýý - Single,ýýýýýýýýýý ýýýýýýýý,"2,279",30.0,114.0,21665.0,24.0,Unknown
Escapate Conmigo,Nacimiento,Wisin,"2,298",29.9,,,,Unknown
Lighter,Lighter (Extended Mix),Galantis,"2,295",29.9,4573.0,31483398.0,5.0,Unknown
"Halli Naatu (From ""Rrr"")","Halli Naatu (From ""Rrr"") - Single",Rahul Sipligunj,"2,293",29.9,169.0,170665.0,,Unknown
Happier,ýý (Deluxe),Ed Sheeran,"2,287",29.9,109373.0,54954226.0,70.0,Unknown
Kill Em With Kindness,Revival (Deluxe),Selena Gomez,"2,290",29.9,48598.0,14497820.0,56.0,Unknown
Good Love,Good Love,Hannah Laing,"2,296",29.9,26116.0,36440018.0,70.0,Unknown
Little Girl Gone,Little Girl Gone,CHINCHILLA,"2,297",29.9,21963.0,13959755.0,68.0,Unknown
Ella Quiere Beber - Remix,Ella Quiere Beber (Remix),Anuel AA,"2,299",29.9,66150.0,25410849.0,70.0,Unknown
Blicky,Blicky,Fresh X Reckless,"2,292",29.9,6378.0,749928.0,40.0,Unknown
Baby (Lil Baby feat. DaBaby),Baby,Quality Control,"2,294",29.9,111477.0,16214693.0,68.0,Unknown
Hotel,Hotel,Montell Fish,"2,291",29.9,56660.0,27811906.0,74.0,Unknown
Mas Altas Que Bajadas,Nata Montana,Natanael Cano,"2,288",29.9,15069.0,7363178.0,71.0,Unknown
Somewhere Only We Know,Somewhere Only We Know,Gustixa,"2,286",29.9,9646.0,1321681.0,43.0,Unknown
X1,Little Hair,MC Cabelinho,"2,285",29.9,30221.0,5514940.0,62.0,Unknown
Baby Shark,Pinkfong Bebefinn (Pt. 1),Bebefinn,"2,289",29.9,162.0,21068.0,31.0,Unknown
DISPARA ***,DISPARA ***,Nicki Nicole,"2,301",29.8,23852.0,8214976.0,66.0,Unknown
Burn,Halcyon,Ellie Goulding,"2,306",29.8,104998.0,30818474.0,68.0,Unknown
By Your Side,By Your Side,Rod Wave,"2,303",29.8,40909.0,4353138.0,60.0,Unknown
Very Sad,Very Sad,Enchan,"2,309",29.8,284.0,21377.0,,Unknown
No Te Contaron Mal,No Te Contaron Mal,Christian Nodal,"2,312",29.8,37141.0,12874966.0,68.0,Unknown
When We Were Young,25,Adele,"2,305",29.8,117365.0,41710598.0,71.0,Unknown
Miracle (Extended),Miracle (with Ellie Goulding) [Remixes],Calvin Harris,"2,314",29.8,92.0,28566.0,14.0,Unknown
Zapateado Encabronado #3,Nuestra Historia de Voces Ediciï¿½ï¿½n de Oro 25 a,Alacranes Musical,"2,300",29.8,5.0,17.0,,Unknown
Ainï¿½ï¿½ï¿½t Tha,One Thing At A Time,Morgan Wallen,"2,302",29.8,30503.0,5318773.0,74.0,Unknown
I Am Your Gummy Bear (The Gummy Bear Song),Gummybear Song,Gummibï¿½,"2,307",29.8,11904.0,1660833.0,57.0,Unknown
Do It Again (feat. 2Rare),Do It Again (feat. 2Rare),NLE Choppa,"2,313",29.8,65297.0,6721980.0,60.0,Unknown
Te Felicito,"Unas Mï¿½ï¿½as y Otras Prestadas, Vo",Gerardo Coronel,"2,308",29.8,2515.0,1614193.0,57.0,Unknown
Funny Song,Funny Song,Bruno Portinho Trilhas para filmes,"2,310",29.8,3.0,10.0,2.0,Unknown
The Smallest Man Who Ever Lived,THE TORTURED POETS DEPARTMENT,Taylor Swift,"2,304",29.8,2923.0,11950658.0,,Unknown
Loading,Loading,Central Cee,"2,311",29.8,137745.0,8267546.0,65.0,Unknown
Tek Tek (feat. MHD),Tek Tek (feat. MHD),DYSTINCT,"2,326",29.7,30635.0,5622603.0,59.0,Unknown
Everyday Hustle,WE DON'T TRUST YOU,Future,"2,319",29.7,9191.0,3072155.0,,Unknown
Dos Besitos,Dos Besitos,La Joaqui,"2,320",29.7,18928.0,3742291.0,56.0,Unknown
Deep Down (feat. Never Dull),Deep Down (feat. Never Dull),Alok,"2,318",29.7,61133.0,99451251.0,76.0,Unknown
No Me Conoce - Remix,No Me Conoce (Remix),Jhay Cortez,"2,322",29.7,135811.0,46929639.0,75.0,Unknown
ýýCýýmo Pasýý?,ýýCýýmo Pasýý?,Ela Taubert,"2,324",29.7,3662.0,17901827.0,,Unknown
Freaky Friday (feat. Chris Brown),Freaky Friday (feat. Chris Brown),Lil Dicky,"2,321",29.7,82446.0,12953022.0,65.0,Unknown
Still Rollin,Still Rollin,Shubh,"2,325",29.7,18344.0,7425022.0,69.0,Unknown
Safe And Sound,Capital Cities EP,Capital Cities,"2,317",29.7,256512.0,74267670.0,78.0,Unknown
Mal Hombre,Mal Hombre,Kim Loaiza,"2,323",29.7,1104.0,1717958.0,,Unknown
Teeth,Teeth,5 Seconds of Summer,"2,315",29.7,103554.0,18582680.0,71.0,Unknown
I Took A Pill In Ibiza,The Truth,Mike Posner,"2,316",29.7,17799.0,3474319.0,49.0,Unknown
Run Free,Run Free,Deep Chills,"2,334",29.6,17950.0,3630498.0,55.0,Unknown
In The Dark,In the Dark,Purple Disco Machine,"2,330",29.6,34102.0,6137203.0,59.0,Unknown
Felina,Felina,WIU,"2,331",29.6,35385.0,8942936.0,63.0,Unknown
Meet you at the Graveyard,"Clean Sheets, dirty walls",Cleffy,"2,327",29.6,21000.0,7441709.0,14.0,Unknown
Sexy to Someone,Sexy to Someone,Clairo,"2,329",29.6,2626.0,37148745.0,74.0,Unknown
Se Le Ve,"Se Le Ve (feat. Justin Quiles, Arcangel, De La Ghetto, Lenny Tavï¿½ï¿½rez & Dï¿½ï¿½melo Flow) ",Dï¿½ï¿½melo ,"2,332",29.6,43572.0,11285970.0,56.0,Unknown
Coraï¿½ï¿½ï¿½ï¿½o,Manual de Como Amar Errado,WIU,"2,333",29.6,30426.0,7338920.0,63.0,Unknown
FEARLESS,FEARLESS,LE SSERAFIM,"2,328",29.6,20231.0,4756698.0,62.0,Unknown
Let It Go,Let It Go,James Bay,"2,338",29.5,128593.0,56315096.0,65.0,Unknown
Where It Ends,Where It Ends,Bailey Zimmerman,"2,343",29.5,28857.0,7439902.0,75.0,Unknown
drivers license,drivers license,Olivia Rodrigo,"2,341",29.5,9903.0,2638527.0,57.0,"soft rock, alternative pop, pop"
Desenrola Bate Joga de Ladin (feat. DJ Biel do Furduncinho),Pros Menorzin (feat. DJ Biel do Furduncinho),L7NNON,"2,340",29.5,17907.0,7303868.0,53.0,Unknown
Carry You Home,Carry You Home,Alex Warren,"2,339",29.5,1095.0,21925889.0,71.0,Unknown
City Boys,Workout Rap 2024,Burna Boy,"2,342",29.5,58113.0,19505579.0,69.0,Unknown
Wellerman - Sea Shanty,Wellerman (Sea Shanty),Nathan Evans,"2,336",29.5,103694.0,5805294.0,66.0,Unknown
Every Summertime,Every Summertime,NIKI,"2,346",29.5,60923.0,13164145.0,70.0,Unknown
MANDA BALA,MANDA BALA,Ariis,"2,344",29.5,8387.0,6543410.0,,Unknown
Walk It Talk It,Culture II,Migos,"2,337",29.5,150813.0,29317904.0,67.0,Unknown
TQMQA,TQMQA - Single,Eladio Carrion,"2,335",29.5,9916.0,8275134.0,,Unknown
Face Off,Face Off,Tech N9ne,"2,347",29.5,58039.0,6855506.0,59.0,Unknown
Otra vez (feat. J Balvin),Motivan2,Zion & Lennox,"2,345",29.5,48788.0,18231793.0,67.0,Unknown
BOOKER T,EL ï¿½ï¿½LTIMO TOUR DEL M,Bad Bunny,"2,351",29.4,62435.0,9324189.0,66.0,Unknown
Girls Never Die,<ASSEMBLE24>,tripleS,"2,352",29.4,769.0,17349465.0,67.0,Unknown
"24/7, 365","24/7, 365",elijah woods,"2,359",29.4,12758.0,7968409.0,71.0,Unknown
POCPOC,POCPOC,PEDRO SAMPAIO,"2,360",29.4,9079.0,26226576.0,72.0,Unknown
Je M'appelle,Je M'appelle,Benzz,"2,358",29.4,83611.0,6994071.0,65.0,Unknown
Soap,Soap,Melanie Martinez,"2,349",29.4,48604.0,10908000.0,67.0,Unknown
Bam Yang Gang,Bam Yang Gang,BIBI,"2,357",29.4,3403.0,11994440.0,,Unknown
Never Forget You,Never Forget You,Zara Larsson,"2,348",29.4,98962.0,23627265.0,66.0,Unknown
Tyler Herro,Tyler Herro,Jack Harlow,"2,355",29.4,127984.0,22280549.0,66.0,Unknown
"i hate u, i love u (feat. olivia o'brien)","i hate u, i love u (feat. olivia o'brien)",gnash,"2,354",29.4,122979.0,53743248.0,70.0,Unknown
Ophelia,Ophelia,The Lumineers,"2,350",29.4,213943.0,47156566.0,70.0,Unknown
Manos Rotas,Manos Rotas,DELLAFUENTE,"2,356",29.4,18359.0,8998620.0,71.0,Unknown
Ella No Es Tuya - Remix,Ella No Es Tuya (Remix),Rochy RD,"2,353",29.4,76669.0,15412661.0,62.0,Unknown
Satellite,Harry's House,Harry Styles,"2,373",29.3,51605.0,21294785.0,70.0,Unknown
La Santa,YHLQMDLG,Bad Bunny,"2,361",29.3,96498.0,35375775.0,75.0,Unknown
Tera Ban Jaunga,Kabir Singh,Akhil Sachdeva,"2,372",29.3,15632.0,8831229.0,63.0,Unknown
Monï¿½ï¿½y so,Up 2 Mï¿,Yeat,"2,368",29.3,110916.0,13349294.0,71.0,Unknown
Ranjha Maahi,Ranjha Maahi - Single,Siddhant,"2,375",29.3,75.0,45363.0,7.0,Unknown
Hotline Bling,Trevor Nelson Club Classics,Drake,"2,367",29.3,35.0,3015.0,6.0,Unknown
Sure Thing,All I Want Is You,Miguel,"2,362",29.3,190857.0,100835580.0,81.0,Unknown
Talibans,No Love,Byron Messia,"2,371",29.3,28810.0,5603761.0,61.0,Unknown
Love Story (Taylorï¿½ï¿½ï¿½s Ve,Love Story (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,"2,363",29.3,71179.0,60479422.0,74.0,Unknown
Skin de Bandida,Skin de Bandida - Single,Oscar Maydon,"2,364",29.3,14482.0,10063839.0,,Unknown
Escapism. - Sped Up,Escapism. (Sped Up),RAYE,"2,376",29.3,47167.0,13191481.0,66.0,Unknown
Lisa,Lisa,Young Miko,"2,365",29.3,30013.0,8335647.0,67.0,Unknown
I Can Feel It,I Can Feel It - Single,Kane Brown,"2,369",29.3,4589.0,5737335.0,,Unknown
ýýýý ýýýý ýýýýýýýý,ýýýý ýýýý ýýýýýýýý - Single,ýýýýýýýý ýýýýýýýýýýýý,"2,374",29.3,,,,Unknown
you should see me in a crown,you should see me in a crown,Billie Eilish,"2,370",29.3,103375.0,35817894.0,71.0,Unknown
Te Robarï¿,Te Robarï¿,Nicky Jam,"2,366",29.3,59096.0,18863568.0,61.0,Unknown
Rewrite The Stars (with James Arthur & Anne-Marie),Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,"2,377",29.2,46385.0,17500223.0,73.0,Unknown
FBI,FBI,Picus,"2,386",29.2,295.0,852893.0,,Unknown
Come and Say - Original Mix,Relyt Conections 3,"""XY""","2,379",29.2,1.0,9.0,,Unknown
Somebody (2024),Somebody (2024),Gotye,"2,378",29.2,14144.0,76264974.0,74.0,Unknown
Dandelions,Dandelions,Ruth B.,"2,383",29.2,183674.0,67708124.0,82.0,Unknown
Malvada,Malvada,Zï¿½ï¿½ Fe,"2,382",29.2,17110.0,7754576.0,53.0,Unknown
I Love You So,I Love You So,The Walters,"2,394",29.2,218492.0,59487193.0,83.0,Unknown
i love you,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,"2,390",29.2,116055.0,42732119.0,75.0,Unknown
Not Fair,Not Fair,Niklas Dee,"2,392",29.2,46918.0,61515543.0,69.0,Unknown
Benjamins Deli,Benjamins Deli - Single,JRitt,"2,389",29.2,446.0,255703.0,,Unknown
Him & I (with Halsey),Him & I,G-Eazy,"2,384",29.2,141296.0,23238086.0,72.0,Unknown
STAY (with Justin Bieber),Stay,The Kid LAROI,"2,385",29.2,11726.0,2225897.0,53.0,"r&b, hip hop, pop"
TIKTOK,TIKTOK,Ian Lucas,"2,381",29.2,113.0,1773907.0,59.0,Unknown
Call Your Friends,Call Your Friends - Single,Rod Wave,"2,395",29.2,10429.0,2724041.0,46.0,Unknown
Rosa Pastel,Rosa Pastel,Peso Pluma,"2,391",29.2,22780.0,5337724.0,65.0,Unknown
Dirt Cheap,Leather,Cody Johnson,"2,387",29.2,8961.0,11610924.0,11.0,Unknown
Borderline,The Slow Rush,Tame Impala,"2,380",29.2,156377.0,27309112.0,76.0,Unknown
Tï¿,Encerrados Pero Enfiestados (Live Vol. 1),Carin Leon,"2,393",29.2,31216.0,7536781.0,68.0,Unknown
No Time To Die,No Time To Die,Billie Eilish,"2,388",29.2,91391.0,29634724.0,70.0,Unknown
All Eyes on Me,All Eyes on Me - Single,Dj Belite,"2,401",29.1,512.0,52259.0,,Unknown
En El Radio Un Cochinero,En El Radio Un Cochinero,Victor Cibrian,"2,399",29.1,26581.0,6387381.0,61.0,Unknown
Safari,Energï¿½,J Balvin,"2,402",29.1,61743.0,16037041.0,65.0,Unknown
comethru,comethru,Jeremy Zucker,"2,405",29.1,90889.0,19172749.0,69.0,Unknown
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý - Single,ýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýý,"2,403",29.1,128.0,136647.0,52.0,Unknown
ROCKSTAR,$AD BOYZ 4 LIFE II,Junior H,"2,404",29.1,13021.0,14018925.0,79.0,Unknown
Boy's a liar,Boy's a liar,PinkPantheress,"2,400",29.1,39800.0,6108454.0,62.0,Unknown
